tabla,conf,STATUS IMPLANTATION,version,uuaa,unique parameters,params,,,,unique parameters,params
t_knfa_vehicles_favourites,KNFA_vehicles-favourites_MRField.conf,DELIVERED,15.1.0,KNFA,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,,
t_knfa_vehicles_favourites,KNFA_vehicles-favourites_MRField.conf,DELIVERED,15.1.0,KNFA,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,,
t_knfa_vehicles_favourites,KNFA_vehicles-favourites_MRObject.conf,DELIVERED,15.1.0,KNFA,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_knfa_vehicles_favourites,KNFA_vehicles-favourites_P68X_vehicle-version-catalog_MMRule.conf,DELIVERED,15.1.0,KNFA,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals,KPAN_credit-fclty-proposals_KCOG_country_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals,KPAN_credit-fclty-proposals_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals,KPAN_credit-fclty-proposals_MRField.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals,KPAN_credit-fclty-proposals_MRField.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals,KPAN_credit-fclty-proposals_MRObject.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kpan_credit_fclty_proposals,KPAN_credit-fclty-proposals_YH2J_gbl-channel-hier-master_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals,KPAN_credit-fclty-proposals_YH2J_gbl-product-hier-master_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals_dp,KPAN_credit-fclty-proposals-dp_KCOG_country_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals_dp,KPAN_credit-fclty-proposals-dp_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals_dp,KPAN_credit-fclty-proposals-dp_MRField.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals_dp,KPAN_credit-fclty-proposals-dp_MRField.conf,DELIVERED,17.0.2,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals_dp,KPAN_credit-fclty-proposals-dp_MRField.conf,DELIVERED,17.0.2,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_kpan_credit_fclty_proposals_dp,KPAN_credit-fclty-proposals-dp_YH2J_gbl-channel-hier-master_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_credit_fclty_proposals_dp,KPAN_credit-fclty-proposals-dp_YH2J_gbl-product-hier-master_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_d_c_form_opportunity,KPAN_d-c-form-opportunity_MRField.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_d_c_form_opportunity,KPAN_d-c-form-opportunity_MRField.conf,DELIVERED,16.0.2,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_d_c_form_opportunity,KPAN_d-c-form-opportunity_MRField.conf,DELIVERED,18.3.1,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_d_c_form_oppy_cust_fields,KPAN_d-c-form-oppy-cust-fields_MRField.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_d_c_form_oppy_cust_fields,KPAN_d-c-form-oppy-cust-fields_MRField.conf,DELIVERED,16.0.2,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_d_c_form_oppy_cust_fields,KPAN_d-c-form-oppy-cust-fields_MRField.conf,DELIVERED,18.3.1,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_KPAN_opportunity_MMRule.conf,DELIVERED,18.3.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,16.1.2,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3",,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_TABLE_4",,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,16.0.8,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,16.1.4,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,16.1.5,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_TABLE_5: Nombre de tabla local",", CATALOG_COLUMN_5, CATALOG_CODE_5, CATALOG_TABLE_5",,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,16.1.5,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_6: Columna del catálogo local
CATALOG_CODE_6: Filtrado del catálogo local
CATALOG_TABLE_6: Nombre de tabla local",", CATALOG_COLUMN_6, CATALOG_CODE_6, CATALOG_TABLE_6",,,,,
t_kpan_home_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,17.0.2,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mgr_comm_opportunity,KPAN_mgr-comm-opportunity_KPAN_opportunity_MMRule.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mgr_comm_opportunity,KPAN_mgr-comm-opportunity_MRField.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mgr_comm_opportunity,KPAN_mgr-comm-opportunity_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_kpan_mgr_comm_opportunity,KPAN_mgr-comm-opportunity_MRObject.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kpan_mobility_partner_oppy,KPAN_home-partner-oppy_MRField.conf,DELIVERED,17.0.2,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_KPAN_opportunity_MMRule.conf,DELIVERED,18.3.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_KSAN_contract-global-local_MMRule.conf,DELIVERED,16.1.4,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_MRField.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_MRField.conf,DELIVERED,17.0.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_MRField.conf,DELIVERED,16.1.7,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3",,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_MRField.conf,DELIVERED,16.1.4,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_MRField.conf,DELIVERED,16.1.5,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_MRField.conf,DELIVERED,16.1.5,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_TABLE_4",,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_MRField.conf,DELIVERED,18.4.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_P68X_vehicle-version-catalog_MMRule.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_mobility_partner_oppy,KPAN_mobility-partner-oppy_P68X_vehicle-version-catalog_MMRule.conf,DELIVERED,16.1.5,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_opportunity,KPAN_opportunity_KCOG_entity_MMRule.conf,DELIVERED,18.4.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_opportunity,KPAN_opportunity_MRField.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_opportunity,KPAN_opportunity_MRField.conf,DELIVERED,18.4.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_opportunity,KPAN_opportunity_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,,
t_kpan_opportunity,KPAN_opportunity_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,,
t_kpan_opportunity,KPAN_opportunity_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3",,,,,
t_kpan_opportunity,KPAN_opportunity_MRField.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_TABLE_4",,,,,
t_kpan_opportunity,KPAN_opportunity_MRField.conf,DELIVERED,16.1.2,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_TABLE_5: Nombre de tabla local",", CATALOG_COLUMN_5, CATALOG_CODE_5, CATALOG_TABLE_5",,,,,
t_kpan_opportunity,KPAN_opportunity_MRField.conf,DELIVERED,16.1.2,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_opportunity,KPAN_opportunity_MRObject.conf,DELIVERED,18.4.3,KPAN,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_kpan_opportunity,KPAN_opportunity_NM7R_lead_MMRule.conf,DELIVERED,18.4.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_opportunity,KPAN_opportunity_YH2J_gbl-channel-hier-master_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_oppy_manager_asgn,KPAN_oppy-manager-asgn_MRField.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_oppy_mgr_comnt,KPAN_oppy-mgr-comnt_MRField.conf,DELIVERED,16.0.5,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_oppy_status_trcblty,KPAN_oppy-status-trcblty_MRField.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_oppy_status_trcblty,KPAN_oppy-status-trcblty_MRField.conf,DELIVERED,16.1.2,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_oppy_status_trcblty,KPAN_oppy-status-trcblty_MRField.conf,DELIVERED,16.0.2,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_kpan_person_cred_fclty_psl_dp,KPAN_person-cred-fclty-psl-dp_KBTQ_role-person_MMRule.conf,DELIVERED,18.3.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_cred_fclty_psl_dp,KPAN_person-cred-fclty-psl-dp_KCOG_country_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_cred_fclty_psl_dp,KPAN_person-cred-fclty-psl-dp_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_cred_fclty_psl_dp,KPAN_person-cred-fclty-psl-dp_KPAN_credit-fclty-proposals_MMRule.conf,DELIVERED,18.3.5,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_cred_fclty_psl_dp,KPAN_person-cred-fclty-psl-dp_MRField.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_cred_fclty_psl_dp,KPAN_person-cred-fclty-psl-dp_MRField.conf,DELIVERED,17.0.2,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_cred_fclty_psl_dp,KPAN_person-cred-fclty-psl-dp_MRField.conf,DELIVERED,17.0.2,KPAN,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_kpan_person_credit_fclty_psl,KPAN_person-credit-fclty-psl_KBTQ_role-person_MMRule.conf,DELIVERED,18.3.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_credit_fclty_psl,KPAN_person-credit-fclty-psl_KCOG_country_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_credit_fclty_psl,KPAN_person-credit-fclty-psl_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_credit_fclty_psl,KPAN_person-credit-fclty-psl_KPAN_credit-fclty-proposals_MMRule.conf,DELIVERED,18.3.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_credit_fclty_psl,KPAN_person-credit-fclty-psl_MRField.conf,DELIVERED,15.1.0,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_credit_fclty_psl,KPAN_person-credit-fclty-psl_MRField.conf,DELIVERED,18.3.3,KPAN,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kpan_person_credit_fclty_psl,KPAN_person-credit-fclty-psl_MRObject.conf,DELIVERED,15.1.0,KPAN,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_ksrr_new_production,KSRR_new-production_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_new_production,KSRR_new-production_KMFI_prftbly-metric-out-cl_MMRule.conf,DELIVERED,18.3.0,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_new_production,KSRR_new-production_MRField.conf,DELIVERED,18.3.3,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_new_production,KSRR_new-production_MRField.conf,DELIVERED,15.1.0,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_new_production,KSRR_new-production_MRObject.conf,DELIVERED,15.1.0,KSRR,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_ksrr_new_production_subcat,KSRR_new-production-subcat_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_new_production_subcat,KSRR_new-production-subcat_KMFI_prftbly-metric-out-cl_MMRule.conf,DELIVERED,18.3.0,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_new_production_subcat,KSRR_new-production-subcat_MRField.conf,DELIVERED,18.3.3,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_new_production_subcat,KSRR_new-production-subcat_MRField.conf,DELIVERED,15.1.0,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_new_production_subcat,KSRR_new-production-subcat_MRObject.conf,DELIVERED,15.1.0,KSRR,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound 
IS_VOL_CRITICAL: Optional parameter to disable the criticality of the 6.9 rule","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND, IS_VOL_CRITICAL",,,,,
t_ksrr_stock,KSRR_stock_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_stock,KSRR_stock_KMFI_prftbly-metric-out-cl_MMRule.conf,DELIVERED,18.3.0,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_stock,KSRR_stock_MRField.conf,DELIVERED,18.3.3,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_stock,KSRR_stock_MRField.conf,DELIVERED,15.1.0,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_stock,KSRR_stock_MRObject.conf,DELIVERED,15.1.0,KSRR,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_ksrr_stock_subcat,KSRR_stock-subcat_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_stock_subcat,KSRR_stock-subcat_KMFI_prftbly-metric-out-cl_MMRule.conf,DELIVERED,18.3.0,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_stock_subcat,KSRR_stock-subcat_MRField.conf,DELIVERED,18.3.3,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_stock_subcat,KSRR_stock-subcat_MRField.conf,DELIVERED,15.1.0,KSRR,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_ksrr_stock_subcat,KSRR_stock-subcat_MRObject.conf,DELIVERED,15.1.0,KSRR,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound 
IS_VOL_CRITICAL: Optional parameter to disable the criticality of the 6.9 rule","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND, IS_VOL_CRITICAL",,,,,
t_kstb_prod_asset_gloc_board,KSTB_prod-asset-gloc-board_MRField.conf,DELIVERED,18.3.5,KSTB,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kstb_sust_operations_board,KSTB_sust-operations-board_KCOG_country_MMRule.conf,DELIVERED,18.3.3,KSTB,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kstb_sust_operations_board,KSTB_sust-operations-board_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KSTB,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kstb_sust_operations_board,KSTB_sust-operations-board_MRField.conf,DELIVERED,18.3.3,KSTB,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kstb_sust_operations_board,KSTB_sust-operations-board_MRField.conf,DELIVERED,15.1.0,KSTB,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kstb_sust_operations_board,KSTB_sust-operations-board_MRField.conf,DELIVERED,18.4.2,KSTB,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kstb_sust_operations_board,KSTB_sust-operations-board_YH2J_gbl-product-hier-master_MMRule.conf,DELIVERED,18.3.3,KSTB,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kstb_sust_operations_board_cib,KSTB_sust-operations-board-cib_KCOG_country_MMRule.conf,DELIVERED,18.3.3,KSTB,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kstb_sust_operations_board_cib,KSTB_sust-operations-board-cib_KCOG_currency_MMRule.conf,DELIVERED,18.3.3,KSTB,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_kstb_sust_operations_board_cib,KSTB_sust-operations-board-cib_MRField.conf,DELIVERED,16.0.5,KSTB,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
